MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win,20Plus,10Run,20Run,40Run,90Run,OtherRun
8-Aug-17 Dalby,Dalby,Provincial,QLD,6,59,6,2,3,3,1,0,0,0,0,20,7,4,4,18
9-Aug-17 Geelong,Geelong,Country,VIC,10,119,12,3,4,3,3,0,1,0,1,27,21,20,12,29
9-Aug-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,73,7.5,1,4,6,1,0,0,0,0,20,10,4,5,26
9-Aug-17 Gawler,Gawler,Metro,SA,8,76,7.5,3,4,5,0,0,0,0,0,21,7,7,5,28
9-Aug-17 Canterbury,Canterbury,Metro,NSW,7,57,5.5,4,4,2,1,0,0,0,0,16,10,5,1,18
10-Aug-17 Bairnsdale,Bairnsdale,Country,VIC,9,88,9,3,5,6,0,0,0,0,0,17,10,10,11,31
10-Aug-17 Kembla Grange,Kembla Grange,Provincial,NSW,8,77,7.5,1,5,5,2,0,0,0,0,20,9,8,7,25
10-Aug-17 Taree,Taree,Country,NSW,7,66,6.5,2,5,4,0,1,0,0,1,14,6,9,9,21
10-Aug-17 Rockhampton,Rockhampton,Provincial,QLD,7,65,6.5,2,5,3,0,2,0,0,2,13,14,6,4,21
10-Aug-17 Pinjarra,Pinjarra,Provincial,WA,8,74,7.5,3,5,5,0,0,0,0,0,8,8,11,7,32
11-Aug-17 Canberra,Canberra,Country,ACT,8,81,8,4,6,3,1,0,0,0,0,23,15,7,5,23
11-Aug-17 Tamworth,Tamworth,Country,NSW,8,79,8,1,6,2,5,0,0,0,0,31,9,11,3,17
11-Aug-17 Ipswich,Ipswich,Provincial,QLD,7,66,6.5,3,6,4,0,0,0,0,0,16,10,6,3,24
11-Aug-17 Geelong Synthetic,Geelong Synthetic,Country,VIC,8,79,8,2,6,3,1,1,1,0,2,13,12,11,7,28
12-Aug-17 Doomben,Doomben,Metro,QLD,9,101,10,4,7,3,2,0,0,0,0,32,23,11,6,20
12-Aug-17 Rosehill,Rosehill,Metro,NSW,9,84,8.5,4,7,4,0,1,0,0,1,30,9,6,6,24
12-Aug-17 Flemington,Flemington,Metro,VIC,9,98,10,3,7,5,1,0,0,0,0,20,17,15,9,28
12-Aug-17 Newcastle,Newcastle,Provincial,NSW,8,65,6.5,4,7,3,1,0,0,0,0,14,8,5,5,25
12-Aug-17 Gold Coast,Gold Coast,Metro,QLD,8,78,8,2,7,3,1,2,0,0,2,14,11,11,5,29
12-Aug-17 Coleraine,Coleraine,Country,VIC,8,88,9,3,7,2,0,2,1,0,3,25,18,7,3,27
12-Aug-17 Cairns,Cairns,Provincial,QLD,8,88,9,4,7,2,1,1,0,0,1,28,18,9,8,17
12-Aug-17 Casino,Casino,Country,NSW,7,75,7.5,3,7,2,2,0,0,0,0,22,7,12,5,22
12-Aug-17 Morphettville Parks,Morphettville Parks,Metro,SA,8,72,7,5,7,1,2,0,0,0,0,16,13,7,6,22
12-Aug-17 Belmont,Belmont,Provincial,WA,8,80,8,0,7,7,1,0,0,0,0,20,13,9,5,25
12-Aug-17 Carnarvon,Carnarvon,Country,WA,6,46,4.5,2,7,4,0,0,0,0,0,10,4,2,0,24
12-Aug-17 Toowoomba,Toowoomba,Provincial,QLD,7,46,4.5,4,7,3,0,0,0,0,0,8,4,8,1,18
13-Aug-17 Bendigo,Bendigo,Country,VIC,10,125,12.5,4,1,3,1,1,1,0,2,28,24,18,16,29
13-Aug-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,9,69,7,3,1,6,0,0,0,0,0,13,8,9,0,30
13-Aug-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,71,7,3,1,4,1,0,0,0,0,18,7,9,4,25
13-Aug-17 Narromine,Narromine,Country,NSW,8,90,9,1,1,3,4,0,0,0,0,15,16,18,8,25
13-Aug-17 Port Augusta,Port Augusta,Country,SA,7,44,4.5,2,1,4,1,0,0,0,0,9,6,2,2,18
13-Aug-17 Wagga,Wagga,Country,NSW,7,80,8,2,1,4,1,0,0,0,0,16,16,7,8,26
13-Aug-17 Kalgoorlie,Kalgoorlie,Provincial,WA,7,58,6,1,1,5,1,0,0,0,0,13,9,6,0,23
13-Aug-17 Alice Springs,Alice Springs,Provincial,NT,5,31,3,1,1,3,1,0,0,0,0,8,1,0,0,17
14-Aug-17 Wodonga,Wodonga,Country,VIC,9,95,9.5,3,2,3,1,1,1,0,2,21,11,14,5,35
14-Aug-17 Goulburn,Goulburn,Country,NSW,7,51,5,3,2,2,2,0,0,0,0,13,8,1,0,22
14-Aug-17 Quirindi,Quirindi,Country,NSW,7,75,7.5,3,2,3,1,0,0,0,0,18,16,5,7,22
15-Aug-17 Lismore,Lismore,Country,NSW,8,93,9.5,4,3,4,0,0,0,0,0,16,18,19,11,21
15-Aug-17 Geelong Synthetic,Geelong Synthetic,Country,VIC,8,77,7.5,4,3,4,0,0,0,0,0,15,13,9,8,24
15-Aug-17 Newcastle B,Newcastle B,Country,NSW,7,46,4.5,3,3,3,0,1,0,0,1,7,6,4,4,18
15-Aug-17 Broome,Broome,Country,WA,6,40,4,3,3,3,0,0,0,0,0,13,2,1,0,18
16-Aug-17 Sandown Lakeside,Sandown Lakeside,Metro,VIC,9,93,9.5,5,4,4,0,0,0,0,0,26,14,11,5,28
16-Aug-17 Doomben,Doomben,Metro,QLD,8,63,6.5,3,4,3,2,0,0,0,0,12,9,9,2,23
16-Aug-17 Balaklava,Balaklava,Provincial,SA,8,76,7.5,2,4,5,1,0,0,0,0,15,11,13,4,25
16-Aug-17 Canterbury,Canterbury,Metro,NSW,7,60,6,3,4,4,0,0,0,0,0,18,11,3,2,19
16-Aug-17 Belmont,Belmont,Provincial,WA,9,104,10.5,3,4,3,2,1,0,0,1,27,15,13,13,27
17-Aug-17 Gosford,Gosford,Provincial,NSW,8,63,6.5,4,5,4,0,0,0,0,0,12,5,10,6,22
17-Aug-17 Sale,Sale,Country,VIC,8,89,9,2,5,3,1,2,0,0,2,19,20,11,5,26
17-Aug-17 Mackay,Mackay,Provincial,QLD,8,69,7,3,5,2,0,2,1,0,3,15,12,5,4,25
17-Aug-17 Northam,Northam,Provincial,WA,9,99,10,4,5,4,0,1,0,0,1,20,21,15,9,25
18-Aug-17 Taree,Taree,Country,NSW,8,80,8,4,6,2,2,0,0,0,0,15,14,12,7,24
18-Aug-17 Bathurst,Bathurst,Country,NSW,8,76,7.5,3,6,4,1,0,0,0,0,15,12,8,5,28
18-Aug-17 Ipswich,Ipswich,Provincial,QLD,7,60,6,2,6,4,1,0,0,0,0,14,12,6,2,19
18-Aug-17 Mildura,Mildura,Country,VIC,8,76,7.5,5,6,3,0,0,0,0,0,18,12,11,7,20
19-Aug-17 Doomben,Doomben,Metro,QLD,9,90,9,3,7,1,3,0,2,0,2,31,16,15,2,17
19-Aug-17 Randwick,Randwick,Metro,NSW,9,79,8,2,7,5,2,0,0,0,0,21,13,7,4,25
19-Aug-17 Caulfield,Caulfield,Metro,VIC,9,106,10.5,5,7,4,0,0,0,0,0,19,18,14,13,33
19-Aug-17 Kembla Grange,Kembla Grange,Provincial,NSW,8,71,7,4,7,4,0,0,0,0,0,12,14,5,7,25
19-Aug-17 Gold Coast,Gold Coast,Metro,QLD,8,57,5.5,4,7,3,1,0,0,0,0,15,5,4,0,25
19-Aug-17 Seymour,Seymour,Country,VIC,8,101,10,1,7,4,2,1,0,0,1,27,17,14,11,24
19-Aug-17 Gilgandra,Gilgandra,Country,NSW,7,75,7.5,2,7,2,1,1,1,0,2,16,17,6,3,26
19-Aug-17 Morphettville,Morphettville,Metro,SA,8,82,8,4,7,2,1,1,0,0,1,26,15,5,4,24
19-Aug-17 Narrandera,Narrandera,Country,NSW,6,54,5.5,1,7,3,2,0,0,0,0,13,5,3,4,23
19-Aug-17 Kilcoy,Kilcoy,Provincial,QLD,6,45,4.5,2,7,4,0,0,0,0,0,8,7,4,2,18
19-Aug-17 Broome,Broome,Country,WA,9,82,8,5,7,4,0,0,0,0,0,20,7,8,3,35
19-Aug-17 Belmont,Belmont,Provincial,WA,8,77,7.5,0,7,3,5,0,0,0,0,19,8,4,4,34
19-Aug-17 Darwin,Darwin,Metro,NT,5,40,4,2,7,3,0,0,0,0,0,11,6,4,1,13
19-Aug-17 Toowoomba,Toowoomba,Provincial,QLD,7,52,5,2,7,4,1,0,0,0,0,10,3,10,2,20
20-Aug-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,64,6.5,4,1,3,1,0,0,0,0,18,8,5,3,22
20-Aug-17 Taree,Taree,Country,NSW,8,82,8,2,1,4,1,1,0,0,1,19,9,6,8,32
20-Aug-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,56,5.5,3,1,4,1,0,0,0,0,12,5,5,2,24
20-Aug-17 Moruya,Moruya,Country,NSW,7,74,7.5,3,1,4,0,0,0,0,0,21,7,13,3,23
20-Aug-17 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,69,7,4,1,1,2,1,0,0,1,16,10,10,4,21
20-Aug-17 Ballarat,Ballarat,Metro,VIC,6,37,3.5,0,1,6,0,0,0,0,0,8,4,2,1,16
20-Aug-17 Kalgoorlie,Kalgoorlie,Provincial,WA,6,55,5.5,1,1,4,0,1,0,0,1,12,9,7,0,21
21-Aug-17 Echuca,Echuca,Country,VIC,10,110,11,3,2,6,1,0,0,0,0,33,14,13,10,30
21-Aug-17 Grafton,Grafton,Country,NSW,7,82,8,3,2,1,1,1,1,0,2,16,13,16,10,20
21-Aug-17 Gunnedah,Gunnedah,Country,NSW,7,74,7.5,4,2,3,0,0,0,0,0,12,16,11,5,23
22-Aug-17 Leeton,Leeton,Country,NSW,7,57,5.5,2,3,4,0,1,0,0,1,11,8,2,4,25
22-Aug-17 Beaudesert,Beaudesert,Provincial,QLD,7,63,6.5,3,3,3,1,0,0,0,0,21,11,6,2,16
22-Aug-17 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,76,7.5,3,3,3,2,0,0,0,0,12,17,8,13,18
22-Aug-17 Muswellbrook,Muswellbrook,Country,NSW,7,62,6,3,3,3,0,1,0,0,1,10,9,8,9,19
23-Aug-17 Sandown Hillside,Sandown Hillside,Metro,VIC,8,90,9,3,4,4,1,0,0,0,0,21,15,16,4,26
23-Aug-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,76,7.5,2,4,4,2,0,0,0,0,16,12,11,7,22
23-Aug-17 Gawler,Gawler,Metro,SA,8,75,7.5,3,4,4,1,0,0,0,0,14,8,13,3,29
23-Aug-17 Warwick Farm,Warwick Farm,Metro,NSW,7,65,6.5,2,4,3,1,1,0,0,1,15,10,8,3,22
23-Aug-17 Belmont,Belmont,Provincial,WA,7,74,7.5,4,4,2,1,0,0,0,0,26,10,8,9,14
24-Aug-17 Hawkesbury,Hawkesbury,Provincial,NSW,8,73,7.5,3,5,2,1,2,0,0,2,15,10,11,6,23
24-Aug-17 Warrnambool,Warrnambool,Country,VIC,8,94,9.5,2,5,5,0,0,1,0,1,22,10,17,15,22
24-Aug-17 Rockhampton,Rockhampton,Provincial,QLD,7,54,5.5,1,5,5,1,0,0,0,0,11,7,7,1,21
24-Aug-17 Pinjarra,Pinjarra,Provincial,WA,7,70,7,3,5,3,1,0,0,0,0,16,9,10,12,16
25-Aug-17 Murwillumbah,Murwillumbah,Country,NSW,8,73,7.5,0,6,7,1,0,0,0,0,21,12,5,6,21
25-Aug-17 Canberra,Canberra,Country,ACT,8,69,7,4,6,1,3,0,0,0,0,14,9,7,8,23
25-Aug-17 Ipswich,Ipswich,Provincial,QLD,7,59,6,2,6,4,1,0,0,0,0,6,10,8,2,26
25-Aug-17 Geelong Synthetic,Geelong Synthetic,Country,VIC,8,80,8,4,6,4,0,0,0,0,0,17,12,12,7,24
25-Aug-17 Alice Springs,Alice Springs,Provincial,NT,5,36,3.5,2,6,3,0,0,0,0,0,4,6,4,0,17
26-Aug-17 Gold Coast,Gold Coast,Metro,QLD,9,99,10,4,7,2,2,1,0,0,1,24,19,11,4,32
26-Aug-17 Mackay,Mackay,Provincial,QLD,9,75,7.5,3,7,5,1,0,0,0,0,18,13,6,1,28
26-Aug-17 Rosehill,Rosehill,Metro,NSW,9,84,8.5,4,7,4,0,0,1,0,1,21,14,12,3,25
26-Aug-17 Donald,Donald,Country,VIC,9,99,10,1,7,6,2,0,0,0,0,25,12,8,8,37
26-Aug-17 Moonee Valley,Moonee Valley,Metro,VIC,9,101,10,4,7,5,0,0,0,0,0,29,11,14,11,27
26-Aug-17 Newcastle B,Newcastle B,Country,NSW,8,60,6,5,7,3,0,0,0,0,0,8,7,5,6,26
26-Aug-17 Morphettville,Morphettville,Metro,SA,8,77,7.5,2,7,5,0,1,0,0,1,26,9,6,4,24
26-Aug-17 Port Macquarie,Port Macquarie,Country,NSW,6,47,4.5,3,7,3,0,0,0,0,0,10,8,3,2,18
26-Aug-17 Belmont,Belmont,Provincial,WA,8,73,7.5,3,7,2,2,1,0,0,1,15,16,8,4,22
26-Aug-17 Adelaide River,Adelaide River,Country,NT,4,26,2.5,2,7,2,0,0,0,0,0,6,2,1,0,13
26-Aug-17 Toowoomba,Toowoomba,Provincial,QLD,7,58,6,4,7,2,0,1,0,0,1,11,11,3,3,23
27-Aug-17 Cranbourne,Cranbourne,Country,VIC,10,106,10.5,8,1,2,0,0,0,0,0,29,15,11,11,30
27-Aug-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,74,7.5,1,1,6,1,0,0,0,0,18,9,11,2,26
27-Aug-17 Wyong,Wyong,Provincial,NSW,8,60,6,3,1,4,1,0,0,0,0,10,3,10,6,23
27-Aug-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,81,8,2,1,5,1,0,0,0,0,17,12,11,5,28
27-Aug-17 Port Augusta,Port Augusta,Country,SA,7,55,5.5,3,1,3,0,1,0,0,1,15,5,7,0,21
27-Aug-17 Nowra,Nowra,Country,NSW,7,58,6,4,1,2,0,1,0,0,1,11,7,6,2,25
27-Aug-17 Kalgoorlie,Kalgoorlie,Provincial,WA,7,65,6.5,1,1,6,0,0,0,0,0,12,10,7,2,27
28-Aug-17 Wangaratta,Wangaratta,Country,VIC,9,104,10.5,6,2,1,2,0,0,0,0,28,13,17,11,26
28-Aug-17 Dubbo,Dubbo,Country,NSW,8,89,9,1,2,5,1,0,1,0,1,25,14,7,9,26
28-Aug-17 Coffs Harbour,Coffs Harbour,Country,NSW,7,83,8.5,2,2,4,1,0,0,0,0,21,14,14,7,20
29-Aug-17 Tamworth,Tamworth,Country,NSW,9,88,9,3,3,3,1,1,1,0,2,15,11,16,12,25
29-Aug-17 Mildura,Mildura,Country,VIC,8,77,7.5,2,3,2,3,1,0,0,1,20,14,10,4,21
30-Aug-17 Sandown Hillside,Sandown Hillside,Metro,VIC,8,80,8,4,4,2,2,0,0,0,0,23,17,7,5,20
30-Aug-17 Ipswich,Ipswich,Provincial,QLD,8,64,6.5,3,4,3,0,1,1,0,2,17,10,6,4,19
30-Aug-17 Murray Bridge,Murray Bridge,Provincial,SA,8,87,8.5,1,4,4,2,1,0,0,1,18,14,16,8,23
30-Aug-17 Canterbury,Canterbury,Metro,NSW,7,60,6,4,4,2,1,0,0,0,0,19,10,7,1,16
30-Aug-17 Belmont,Belmont,Provincial,WA,8,79,8,2,4,3,2,0,0,1,1,16,16,6,8,25
31-Aug-17 Wagga,Wagga,Country,NSW,8,81,8,4,5,3,0,0,1,0,1,25,11,8,5,24
31-Aug-17 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,75,7.5,3,5,3,0,2,0,0,2,17,11,9,9,21
31-Aug-17 Rockhampton,Rockhampton,Provincial,QLD,7,56,5.5,3,5,3,1,0,0,0,0,8,7,6,4,24
31-Aug-17 Northam,Northam,Provincial,WA,8,87,8.5,1,5,3,3,1,0,0,1,20,12,11,14,22
1-Sep-17 Goulburn,Goulburn,Country,NSW,8,81,8,2,6,3,3,0,0,0,0,19,11,10,7,26
1-Sep-17 Bendigo,Bendigo,Country,VIC,10,104,10.5,2,6,6,1,1,0,0,1,30,19,7,5,33
1-Sep-17 Wyong,Wyong,Provincial,NSW,8,59,6,3,6,4,0,1,0,0,1,10,8,11,2,20
1-Sep-17 Cairns,Cairns,Provincial,QLD,7,76,7.5,2,6,3,1,1,0,0,1,17,16,7,7,22
1-Sep-17 Carnarvon,Carnarvon,Country,WA,7,66,6.5,3,6,4,0,0,0,0,0,14,12,3,3,27
2-Sep-17 Randwick,Randwick,Metro,NSW,9,78,8,5,7,4,0,0,0,0,0,14,14,9,7,25
2-Sep-17 Caulfield,Caulfield,Metro,VIC,9,106,10.5,5,7,2,2,0,0,0,0,31,14,20,5,27
2-Sep-17 Hawkesbury,Hawkesbury,Provincial,NSW,8,65,6.5,5,7,2,1,0,0,0,0,11,15,6,1,24
2-Sep-17 Gold Coast,Gold Coast,Metro,QLD,8,76,7.5,3,7,4,1,0,0,0,0,15,12,7,5,29
2-Sep-17 Warracknabeal,Warracknabeal,Country,VIC,8,84,8.5,1,7,6,1,0,0,0,0,15,14,10,7,30
2-Sep-17 Cairns,Cairns,Provincial,QLD,8,81,8,2,7,5,0,1,0,0,1,20,13,5,8,27
2-Sep-17 Morphettville Parks,Morphettville Parks,Metro,SA,8,67,6.5,3,7,5,0,0,0,0,0,10,6,8,5,30
2-Sep-17 Grafton,Grafton,Country,NSW,6,63,6.5,2,7,3,1,0,0,0,0,10,12,10,1,24
2-Sep-17 Belmont,Belmont,Provincial,WA,8,81,8,2,7,2,3,0,1,0,1,19,9,9,5,31
2-Sep-17 Darwin,Darwin,Metro,NT,4,32,3,1,7,2,1,0,0,0,0,7,3,5,2,11
2-Sep-17 Toowoomba,Toowoomba,Provincial,QLD,7,70,7,6,7,1,0,0,0,0,0,11,17,9,6,20
3-Sep-17 Geelong,Geelong,Country,VIC,9,95,9.5,3,1,1,5,0,0,0,0,23,18,10,5,30
3-Sep-17 Moree,Moree,Country,NSW,8,92,9,4,1,2,1,1,0,0,1,17,21,20,4,22
3-Sep-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,7,64,6.5,5,1,1,0,0,0,1,1,19,12,7,2,17
3-Sep-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,81,8,3,1,5,0,0,0,0,0,23,10,13,7,20
3-Sep-17 Mudgee,Mudgee,Country,NSW,7,70,7,1,1,5,1,0,0,0,0,14,13,10,4,22
3-Sep-17 Kalgoorlie,Kalgoorlie,Provincial,WA,7,74,7.5,3,1,2,2,0,0,0,0,21,11,5,9,21
3-Sep-17 Alice Springs,Alice Springs,Provincial,NT,5,33,3.5,0,1,3,2,0,0,0,0,8,2,0,0,18
4-Sep-17 Benalla,Benalla,Country,VIC,10,106,10.5,2,2,7,0,1,0,0,1,26,14,13,9,34
4-Sep-17 Kempsey,Kempsey,Country,NSW,8,83,8.5,2,2,4,1,1,0,0,1,16,11,13,8,27
5-Sep-17 Mackay,Mackay,Provincial,QLD,9,66,6.5,1,3,7,1,0,0,0,0,14,5,9,2,27
5-Sep-17 Newcastle B,Newcastle B,Country,NSW,8,71,7,1,3,7,0,0,0,0,0,10,14,3,11,25
5-Sep-17 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,75,7.5,2,3,6,0,0,0,0,0,13,6,6,8,34
6-Sep-17 Ipswich,Ipswich,Provincial,QLD,8,62,6,4,4,3,0,1,0,0,1,10,11,6,4,23
6-Sep-17 Warwick Farm,Warwick Farm,Metro,NSW,8,74,7.5,1,4,7,0,0,0,0,0,17,13,3,4,29
6-Sep-17 Sandown Hillside,Sandown Hillside,Metro,VIC,8,77,7.5,2,4,3,2,0,1,0,1,18,7,10,8,26
6-Sep-17 Strathalbyn,Strathalbyn,Provincial,SA,8,84,8.5,5,4,1,1,1,0,0,1,25,16,5,7,23
6-Sep-17 Belmont,Belmont,Provincial,WA,7,86,8.5,2,4,3,1,1,0,0,1,15,18,17,10,19
7-Sep-17 Ballina,Ballina,Country,NSW,8,89,9,2,5,6,0,0,0,0,0,21,16,9,9,26
7-Sep-17 Seymour,Seymour,Country,VIC,9,92,9,2,5,5,0,1,1,0,2,23,14,12,6,28
7-Sep-17 Gosford,Gosford,Provincial,NSW,8,63,6.5,3,5,5,0,0,0,0,0,8,5,6,11,25
7-Sep-17 Rockhampton,Rockhampton,Provincial,QLD,7,57,5.5,2,5,3,1,1,0,0,1,12,7,11,0,20
7-Sep-17 Northam,Northam,Provincial,WA,7,70,7,2,5,2,2,0,1,0,1,16,13,13,2,19
8-Sep-17 Tuncurry,Tuncurry,Country,NSW,8,101,10,2,6,2,3,1,0,0,1,32,11,17,9,24
8-Sep-17 Canberra,Canberra,Country,ACT,8,72,7,1,6,4,1,1,1,0,2,14,12,12,2,24
8-Sep-17 Beaudesert,Beaudesert,Provincial,QLD,7,72,7,5,6,1,1,0,0,0,0,15,8,13,5,24
8-Sep-17 Geelong Synthetic,Geelong Synthetic,Country,VIC,8,75,7.5,2,6,4,0,1,1,0,2,17,8,11,7,24
9-Sep-17 Doomben,Doomben,Metro,QLD,9,70,7,3,7,4,1,1,0,0,1,21,12,4,0,24
9-Sep-17 Kilmore,Kilmore,Country,VIC,9,108,11,3,7,3,1,1,0,1,2,27,18,16,11,27
9-Sep-17 Rosehill,Rosehill,Metro,NSW,9,91,9,3,7,5,1,0,0,0,0,16,10,20,7,29
9-Sep-17 Moonee Valley,Moonee Valley,Metro,VIC,9,96,9.5,4,7,4,0,1,0,0,1,30,17,7,10,23
9-Sep-17 Kembla Grange,Kembla Grange,Provincial,NSW,8,75,7.5,3,7,4,1,0,0,0,0,25,5,11,7,19
9-Sep-17 Gold Coast,Gold Coast,Metro,QLD,8,59,6,3,7,5,0,0,0,0,0,11,12,6,1,21
9-Sep-17 Dalby,Dalby,Provincial,QLD,7,53,5.5,4,7,3,0,0,0,0,0,8,8,2,2,26
9-Sep-17 Morphettville,Morphettville,Metro,SA,8,80,8,1,7,4,3,0,0,0,0,15,9,16,9,23
9-Sep-17 Griffith,Griffith,Country,NSW,6,63,6.5,3,7,2,0,1,0,0,1,15,8,7,4,23
9-Sep-17 Armidale,Armidale,Country,NSW,6,55,5.5,2,7,3,1,0,0,0,0,12,6,6,3,22
9-Sep-17 Belmont,Belmont,Provincial,WA,8,72,7,5,7,3,0,0,0,0,0,18,6,8,3,29
9-Sep-17 Alice Springs,Alice Springs,Provincial,NT,5,30,3,1,7,4,0,0,0,0,0,6,4,0,0,15
10-Sep-17 Casterton,Casterton,Country,VIC,9,91,9,2,1,5,2,0,0,0,0,22,18,8,8,26
10-Sep-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,62,6,2,1,6,0,0,0,0,0,12,8,4,1,29
10-Sep-17 Sale,Sale,Country,VIC,9,102,10,3,1,2,3,1,0,0,1,24,17,10,14,28
10-Sep-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,72,7,2,1,4,1,1,0,0,1,15,9,6,10,24
10-Sep-17 Gundagai,Gundagai,Country,NSW,7,66,6.5,2,1,3,1,1,0,0,1,13,11,9,5,21
10-Sep-17 Muswellbrook,Muswellbrook,Country,NSW,7,74,7.5,2,1,2,2,1,0,0,1,20,10,12,7,18
10-Sep-17 Kalgoorlie,Kalgoorlie,Provincial,WA,7,65,6.5,2,1,3,2,0,0,0,0,20,6,10,1,21
11-Sep-17 Queanbeyan,Queanbeyan,Country,NSW,7,65,6.5,2,2,3,2,0,0,0,0,22,6,6,8,16
11-Sep-17 Wodonga,Wodonga,Country,VIC,8,80,8,2,2,6,0,0,0,0,0,22,7,16,6,21
11-Sep-17 Wellington,Wellington,Country,NSW,7,85,8.5,1,2,3,1,1,1,0,2,21,19,14,2,22
12-Sep-17 Tamworth,Tamworth,Country,NSW,8,82,8,0,3,6,1,0,1,0,1,18,8,17,6,25
12-Sep-17 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,84,8.5,5,3,2,0,1,0,0,1,19,14,13,6,24
13-Sep-17 Balaklava,Balaklava,Provincial,SA,9,106,10.5,2,4,5,1,1,0,0,1,24,18,12,11,32
13-Sep-17 Mornington,Mornington,Country,VIC,9,80,8,1,4,5,1,1,0,1,2,23,11,7,3,27
13-Sep-17 Doomben,Doomben,Metro,QLD,8,66,6.5,3,4,3,2,0,0,0,0,14,6,6,6,26
13-Sep-17 Canterbury,Canterbury,Metro,NSW,8,63,6.5,3,4,3,2,0,0,0,0,19,6,7,2,21
13-Sep-17 Belmont,Belmont,Provincial,WA,8,82,8,5,4,3,0,0,0,0,0,18,11,13,5,27
14-Sep-17 Grafton,Grafton,Country,NSW,8,100,10,1,5,7,0,0,0,0,0,19,19,13,11,30
14-Sep-17 Kilcoy,Kilcoy,Provincial,QLD,7,51,5,5,5,2,0,0,0,0,0,14,10,2,1,17
14-Sep-17 Bendigo,Bendigo,Country,VIC,8,83,8.5,4,5,2,1,1,0,0,1,23,12,12,7,21
14-Sep-17 Northam,Northam,Provincial,WA,9,86,8.5,4,5,4,1,0,0,0,0,19,12,14,8,24
15-Sep-17 Newcastle,Newcastle,Provincial,NSW,8,70,7,1,6,3,2,2,0,0,2,20,13,5,1,23
15-Sep-17 Ipswich,Ipswich,Provincial,QLD,7,59,6,2,6,5,0,0,0,0,0,12,9,7,3,21
15-Sep-17 Corowa,Corowa,Country,NSW,8,80,8,3,6,5,0,0,0,0,0,15,14,10,10,23
15-Sep-17 Swan Hill,Swan Hill,Country,VIC,8,98,10,1,6,4,1,1,1,0,2,17,10,20,16,27
15-Sep-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,42,4,2,6,4,1,0,0,0,0,7,8,2,1,17
16-Sep-17 Doomben,Doomben,Metro,QLD,9,88,9,4,7,5,0,0,0,0,0,19,15,10,6,29
16-Sep-17 Randwick,Randwick,Metro,NSW,9,83,8.5,3,7,3,1,2,0,0,2,28,12,9,5,20
16-Sep-17 Mackay,Mackay,Provincial,QLD,8,66,6.5,7,7,1,0,0,0,0,0,19,10,4,2,23
16-Sep-17 Flemington,Flemington,Metro,VIC,9,121,12,4,7,2,3,0,0,0,0,29,29,22,10,22
16-Sep-17 Newcastle,Newcastle,Provincial,NSW,8,80,8,2,7,4,1,1,0,0,1,29,11,9,4,19
16-Sep-17 Gold Coast,Gold Coast,Metro,QLD,8,72,7,2,7,4,2,0,0,0,0,18,11,7,3,25
16-Sep-17 Morphettville Parks,Morphettville Parks,Metro,SA,8,78,8,4,7,3,0,0,1,0,1,19,14,13,2,22
16-Sep-17 Wagga,Wagga,Country,NSW,6,63,6.5,3,7,3,0,0,0,0,0,16,10,8,5,18
16-Sep-17 Darwin,Darwin,Metro,NT,5,45,4.5,3,7,2,0,0,0,0,0,10,6,3,3,18
16-Sep-17 Belmont,Belmont,Provincial,WA,8,87,8.5,2,7,6,0,0,0,0,0,23,11,16,2,27
16-Sep-17 Carnarvon,Carnarvon,Country,WA,7,78,8,3,7,2,1,1,0,0,1,14,20,9,5,23
17-Sep-17 Geelong,Geelong,Country,VIC,9,94,9.5,2,1,5,1,1,0,0,1,27,16,9,4,29
17-Sep-17 Dubbo,Dubbo,Country,NSW,9,112,11,2,1,3,2,2,0,0,2,21,18,11,19,34
17-Sep-17 Mindarie-Halidon,Mindarie-Halidon,Country,SA,9,101,10,5,1,3,0,1,0,0,1,27,17,11,11,26
17-Sep-17 Kembla Grange,Kembla Grange,Provincial,NSW,7,49,5,4,1,3,0,0,0,0,0,10,8,2,2,20
17-Sep-17 Devonport Synthetic,Devonport Synthetic,Metro,TAS,7,66,6.5,3,1,3,0,0,1,0,1,11,14,7,2,25
17-Sep-17 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,48,5,2,1,4,1,0,0,0,0,4,4,6,0,27
